text,og_label,LABEL
"I've had intense aches in my chest, a headache that won't go away, and I've been feeling dizzy and unsteady.",Hypertension,Chronic Conditions
"I've had intense aches in my chest, a head  pain that refuses to go away, and I've been feeling dizzy and unsteady.",Hypertension,Chronic Conditions
"Along with chest pain, dizziness, and a headache that feels like a narrow zone around my head, I have been having a lot of trouble.",Hypertension,Chronic Conditions
"I have been struggling with a headache that feels like a tight band around my head, along with chest pain and dizziness.",Hypertension,Chronic Conditions
I've been experiencing balance issues in addition to feeling disoriented and dizzy. My headache has also been present nonstop.,Hypertension,Chronic Conditions
"I have been feeling disoriented and dizzy, and have also had trouble keeping my balance. My headache has been a constant presence as well.",Hypertension,Chronic Conditions
"I've been experiencing balance issues along with feeling dizzy and lightheaded. Additionally, I've seen a drop in my concentration and focus.",Hypertension,Chronic Conditions
"In addition to feeling dizzy and lightheaded, I've been having problems keeping my equilibrium. My capacity to concentrate and focus has also been slipping, I've noticed.",Hypertension,Chronic Conditions
"I have been experiencing a headache that feels like a sharp pain in my temples, along with chest pain and dizziness.",Hypertension,Chronic Conditions
"Along with a chest pain and dizziness, I've had a headache that seems like a sharp pain in my forehead.",Hypertension,Chronic Conditions
"I have been feeling fine all day, but suddenly developed a headache, chest pain, and dizziness while out for a walk. It's been hard for me to focus and concentrate since then.",Hypertension,Chronic Conditions
"While taking a walk, I suddenly started experiencing headache, chest pain, and dizziness after feeling fine all day. Since then, it has been challenging for me to concentrate and focus.",Hypertension,Chronic Conditions
"I woke up this morning with a headache and chest pain, and as the day has gone on, I've also been feeling dizzy and unsteady on my feet",Hypertension,Chronic Conditions
"I had a headache and chest pain this morning, and as the day wore on, I also started to feel unsteady and unstable on my feet.",Hypertension,Chronic Conditions
"I have been dealing with a headache and chest pain for a few days now, but today the dizziness and loss of balance became much worse.",Hypertension,Chronic Conditions
"For a few days now, I've been suffering from a headache and chest pain, but today the dizziness and lack of balance got considerably worse.",Hypertension,Chronic Conditions
"I was at work when I started feeling a headache, chest pain, and dizziness. It's been hard for me to concentrate and focus on my tasks since then.",Hypertension,Chronic Conditions
"When I first experienced a headache, chest pain, and lightheadedness, I was at work. Since then, it has been challenging for me to focus and concentrate on my work.",Hypertension,Chronic Conditions
"I was in the middle of a workout when I suddenly developed a headache, chest pain, and dizziness. It's been hard for me to maintain my balance since then",Hypertension,Chronic Conditions
"I instantly experienced a headache, chest pain, and dizziness while working out. Since then, it has been challenging for me to keep my balance.",Hypertension,Chronic Conditions
"I have been feeling fine all day, but suddenly developed a headache, chest pain, and dizziness while driving home from work. It's been hard for me to focus and concentrate on the road since then.",Hypertension,Chronic Conditions
"I felt fine all day, but when I was driving home from work, I suddenly started to have headache, chest discomfort, and dizziness. Since then, it has been challenging for me to concentrate and focus while driving.",Hypertension,Chronic Conditions
"I was out shopping when I started feeling a headache, chest pain, and dizziness. It's been hard for me to focus and concentrate on my tasks since then.",Hypertension,Chronic Conditions
"When I first experienced a headache, chest pain, and lightheadedness, I was out shopping. Since then, it has been difficult for me to concentrate on my work.",Hypertension,Chronic Conditions
"I woke up this morning feeling fine, but as the day went on, I started experiencing a headache, chest pain, and dizziness. It's been hard for me to focus and concentrate on my work since then.",Hypertension,Chronic Conditions
"I felt good when I woke up this morning, but as the day wore on, I began to feel headachey, sick to my stomach, and dizzy. Since then, it has been challenging for me to concentrate and focus on my work.",Hypertension,Chronic Conditions
"I was in the middle of a meeting when I suddenly developed a headache, chest pain, and dizziness. It's been hard for me to focus and concentrate on the discussion since then.",Hypertension,Chronic Conditions
"I suddenly experienced a headache, chest pain, and dizziness in the middle of a conference. Since then, it has been challenging for me to concentrate and focus on the topic.",Hypertension,Chronic Conditions
"I have been feeling fine all day, but suddenly developed a headache, chest pain, and dizziness while out for a run. It's been hard for me to maintain my balance since then",Hypertension,Chronic Conditions
"I have been experiencing acidity and indigestion after meals, as well as frequent headaches and blurred vision.",Migraine,Neurological & General Symptoms
"I've been getting frequent headaches and hazy vision, as well as acid reflux and indigestion after meals.",Migraine,Neurological & General Symptoms
"I have been having trouble with my vision, seeing things as distorted and experiencing visual disturbances.",Migraine,Neurological & General Symptoms
"I've been suffering visual disruptions, seeing things as distorted, and eyesight problems.",Migraine,Neurological & General Symptoms
"I've been facing visual disruptions, seeing things as distorted, and eyesight difficulties.",Migraine,Neurological & General Symptoms
"I have been feeling excessively hungry, even after eating, and have had a stiff neck.",Migraine,Neurological & General Symptoms
"I've been facing visual disruptions, seeing things as distorted, and eyesight difficulties.",Migraine,Neurological & General Symptoms
"I've been grumpy and gloomy lately, and I've also noticed a change in my vision.",Migraine,Neurological & General Symptoms
"I have been feeling depressed and irritable, and have noticed a change in my vision.",Migraine,Neurological & General Symptoms
"I've been irritated and depressed lately, and I've also noticed a change in my vision.",Migraine,Neurological & General Symptoms
